t,close,high,low,n,open,volume,vw,Signal,Portfolio
2022-05-11 04:00:00+00:00,2107.44,2203.12,2088.57,318476,2162.07,5805874,2132.583423,HOLD,7666.0385731850165
2022-05-12 04:00:00+00:00,2138.61,2215.615,2048.11,360241,2055.0,6843195,2128.427432,HOLD,7779.422784515435
2022-05-13 04:00:00+00:00,2261.1,2263.68,2156.0,260485,2181.38,4972372,2231.724438,HOLD,8224.993270426981
2022-05-16 04:00:00+00:00,2216.21,2279.85,2207.0827,203746,2262.0,3774292,2233.04525,HOLD,8061.701090554589
2022-05-17 04:00:00+00:00,2307.37,2316.0,2225.53,206141,2265.5,4084851,2276.100039,HOLD,8393.305348009864
2022-05-18 04:00:00+00:00,2142.25,2257.06,2124.975,321104,2228.79,5794832,2172.01333,HOLD,7792.663674128611
2022-05-19 04:00:00+00:00,2146.38,2200.68,2123.8581,231400,2125.61,4407127,2162.433211,HOLD,7807.6869911897165
2022-05-20 04:00:00+00:00,2151.82,2197.9599,2100.1868,238981,2191.37,5053878,2148.560807,HOLD,7827.47557346875
2022-05-23 04:00:00+00:00,2151.14,2176.375,2079.0,280955,2169.22,5608789,2127.053519,HOLD,7825.0020006838695
2022-05-24 04:00:00+00:00,2082.0,2108.0,2025.2,288722,2080.5,5421115,2071.777824,HOLD,7573.497850174242
2022-05-25 04:00:00+00:00,2135.5,2163.4999,2073.0,215730,2073.11,4908250,2129.441539,HOLD,7768.1098266316485
2022-05-26 04:00:00+00:00,2221.55,2253.3099,2149.07,240814,2159.4,4912511,2217.713629,HOLD,8081.125912129965
2022-05-27 04:00:00+00:00,2302.93,2303.74,2252.56,255676,2271.0,4996264,2282.428929,HOLD,8377.154372767418
2022-05-31 04:00:00+00:00,2404.19,2439.8899,2313.5,354846,2325.6,7844837,2387.758072,HOLD,8745.498461292224
2022-06-01 04:00:00+00:00,2433.68,2503.58,2412.445,350149,2445.12,6648559,2451.429959,HOLD,8852.771492801176
2022-06-02 04:00:00+00:00,2510.22,2512.2,2400.9,285782,2433.68,5299481,2469.615904,SELL,9131.193935381549
2022-06-03 04:00:00+00:00,2447.0,2488.0,2420.929,317019,2484.0,5105296,2451.7395,HOLD,9131.193935381549
2022-06-06 04:00:00+00:00,124.79,128.99,123.81,1740189,125.245,138660474,125.977671,BUY,9131.193935381549
2022-06-07 04:00:00+00:00,123.0,124.1,120.63,856015,122.005,90350073,122.347437,BUY,9000.215193941265
2022-06-08 04:00:00+00:00,121.18,123.75,120.75,599427,122.61,68060460,122.052871,BUY,8867.041278063436
2022-06-09 04:00:00+00:00,116.15,121.3,116.1,650559,119.99,71656260,118.698482,HOLD,8498.983697368114
2022-06-10 04:00:00+00:00,109.65,114.5,109.05,877579,113.415,93586091,110.421044,HOLD,8023.362569233006
2022-06-13 04:00:00+00:00,103.67,106.54,101.86,872873,104.19,108299460,103.904868,HOLD,7585.791131348707
2022-06-14 04:00:00+00:00,102.31,104.88,101.43,628767,104.19,75640978,102.982402,HOLD,7486.276556846592
2022-06-15 04:00:00+00:00,107.67,109.06,103.53,692701,103.86,90776052,106.340886,HOLD,7878.481056354927
2022-06-16 04:00:00+00:00,103.66,104.58,102.01,749462,104.47,89367903,103.393833,HOLD,7585.059406536191
2022-06-17 04:00:00+00:00,106.22,106.98,102.51,622690,102.8,125648176,105.341827,HOLD,7772.380958540172
2022-06-21 04:00:00+00:00,108.68,111.6299,103.56,618106,108.2,76710942,109.315022,HOLD,7952.385262418998
2022-06-22 04:00:00+00:00,108.95,112.13,107.02,523961,107.43,65224576,109.658965,HOLD,7972.141832356917
2022-06-23 04:00:00+00:00,112.44,113.0,107.93,558152,110.39,69163124,111.013757,HOLD,8227.513791924845
2022-06-24 04:00:00+00:00,116.46,116.71,111.43,605047,112.38,80149028,115.188919,HOLD,8521.667166556095
2022-06-27 04:00:00+00:00,113.22,117.98,112.7,579712,117.09,69841932,114.115917,HOLD,8284.588327301057
2022-06-28 04:00:00+00:00,107.4,114.85,107.04,762530,113.5,81618156,109.35128,HOLD,7858.724486417007
2022-06-29 04:00:00+00:00,108.92,110.99,106.91,601683,107.38,69971349,109.148813,HOLD,7969.94665791937
2022-06-30 04:00:00+00:00,106.21,108.18,102.52,879808,108.11,106381729,105.633996,HOLD,7771.649233727656
2022-07-01 04:00:00+00:00,109.56,109.75,105.8469,694992,106.29,76756798,108.298188,HOLD,8016.777045920366
2022-07-05 04:00:00+00:00,113.5,114.08,106.3242,692966,107.6,82059319,111.573437,HOLD,8305.076622051492
2022-07-06 04:00:00+00:00,114.33,115.48,112.01,594761,113.21,70556632,113.853479,HOLD,8365.809781490283
2022-07-07 04:00:00+00:00,116.33,116.99,113.49,544628,113.85,61965026,115.59753,HOLD,8512.154743993393
2022-07-08 04:00:00+00:00,115.54,116.58,113.69,408456,114.6,48606082,115.371125,HOLD,8454.348483804664
2022-07-11 04:00:00+00:00,111.75,114.3,110.87,515649,114.08,58722411,112.280767,HOLD,8177.024779861271
2022-07-12 04:00:00+00:00,109.22,113.23,108.34,574380,112.16,58164653,110.133694,HOLD,7991.898402294837
2022-07-13 04:00:00+00:00,110.4,111.78,106.01,624223,107.03,64771078,110.023745,HOLD,8078.241930171672
2022-07-14 04:00:00+00:00,110.63,111.18,107.58,529095,110.24,54059467,109.439384,HOLD,8095.071600859529
2022-07-15 04:00:00+00:00,113.55,115.59,111.59,656000,112.5,93318596,113.731212,HOLD,8308.735246114069
2022-07-18 04:00:00+00:00,113.76,117.24,113.15,533265,115.0,63507035,115.249003,HOLD,8324.101467176897
2022-07-19 04:00:00+00:00,118.21,118.95,114.03,529069,115.7,67048191,117.084874,HOLD,8649.719008746315
2022-07-20 04:00:00+00:00,122.77,123.475,118.32,628084,118.615,75178708,121.904428,SELL,8983.385523253406
2022-07-21 04:00:00+00:00,124.63,124.85,121.26,540813,123.2,64376825,123.516103,SELL,8983.385523253406
2022-07-22 04:00:00+00:00,122.42,125.5,121.3504,479115,125.01,55499753,123.147095,HOLD,8983.385523253406
