Date,open,high,low,close,volume
2022-01-03,453.1255497130162,454.6001516803316,450.79477220247213,454.4669494628906,72668200
2022-01-04,455.9034558547669,456.6264871926685,452.4405468498058,454.314697265625,71178700
2022-01-05,453.94362533753196,454.72373493326995,445.49568003913816,445.5908203125,104538900
2022-01-06,445.12468558903515,447.9121185919926,442.78435672362116,445.1722412109375,86858900
2022-01-07,445.18174761931215,446.37092845061414,442.0422928050338,443.4122314453125,85111600
2022-01-10,440.1871973904124,443.0792643294254,434.3839890049985,442.8604736328125,119362000
2022-01-11,442.59412774569915,446.9893358380272,439.56882938093537,446.8941955566406,74303100
2022-01-12,448.6446599412308,450.17634006108017,446.1236022008908,448.1023864746094,67605400
2022-01-13,449.21543463942874,449.8718647735188,440.89116891425016,441.9281311035156,91173100
2022-01-14,438.75073212430954,442.46097121948645,437.5234891430331,442.1089782714844,95890900
2022-01-18,437.3712283638399,437.58052537124496,433.15677806713745,434.27935791015625,109709100
2022-01-19,435.83960408707907,437.2475758302126,429.4941214061469,429.77001953125,109357600
2022-01-20,431.6726575274006,436.4198582888517,422.87271905439025,425.01324462890625,122379700
2022-01-21,423.8811633209073,426.2595251893623,416.6414437290443,416.66998291015625,202271200
2022-01-24,411.00948324953237,418.9532179518293,400.28783805400167,418.4394836425781,251783900
2022-01-25,411.98931952856975,418.32527850025696,406.3668690577563,413.3307189941406,167997300
2022-01-26,419.2766907456176,422.43516251974654,407.99372606956337,412.2938232421875,186391100
2022-01-27,416.9363938476365,420.1043593522783,408.55504823079383,410.2579345703125,149878300
2022-01-28,411.62782378377955,420.49436348392175,407.0043024105975,420.4468078613281,164457400
2022-01-31,419.7713592754621,428.37152417154954,418.4109432149237,428.01953125,152251400
2022-02-01,428.7520195407641,431.55849799995866,425.19399967720074,430.9115905761719,123155400
2022-02-02,433.33751016335094,435.83002862816363,431.00670403894975,435.0975036621094,117361000
2022-02-03,429.0089304571801,430.93063641755776,424.02386418039555,424.8705749511719,118024400
2022-02-04,424.63274219602783,430.7498820747806,422.23533480427335,426.868408203125,118454400
2022-02-07,427.63899986868773,429.04697155726353,424.1570745020062,425.49847412109375,84472900
2022-02-08,424.9942062803766,429.93168734037675,423.55766656727224,428.9993591308594,81012000
2022-02-09,433.0711326201402,435.601712989268,432.8713583636327,435.27825927734375,92589900
2022-02-10,429.3799273400882,435.43998863039553,425.44137525137256,427.4582214355469,140103700
2022-02-11,427.5437816524617,429.6367223600792,417.5832024946135,419.02923583984375,153214600
2022-02-14,418.5155657162721,420.11381781584214,414.1583908098364,417.6593322753906,123006300
2022-02-15,422.1401543447967,424.5660714877648,421.6168973895355,424.39483642578125,88482700
2022-02-16,422.330471671581,426.2595301694104,420.4373048926487,424.8705749511719,84863600
2022-02-17,421.6549950314,424.8420055522309,415.185862746844,415.7947082519531,102259100
