Date,close,high,low,open,volume
2025-01-03,18.644256591796875,18.738993425576787,17.226989077172977,17.280042812362392,3036900
2025-01-06,20.05268096923828,20.185312296632368,18.522992432094547,19.023205279443673,4958600
2025-01-07,18.410572052001953,19.7817330722194,18.126361538705524,19.528469869709628,4174600
2025-01-08,18.04425621032715,18.581099921420858,17.298990964884624,18.233731099054268,3989400
2025-01-10,17.98741340637207,18.290571775046544,17.42530711387428,18.075835500718664,4287700
2025-01-13,18.04425621032715,18.06952001068182,16.831621500121955,17.336886665416632,4176900
2025-01-14,18.625308990478516,19.06109987722531,18.164255509888953,18.644256839343758,4623100
2025-01-15,19.383207321166992,19.578996953400598,19.06110109769889,19.231628134472174,5570800
2025-01-16,19.730466842651367,19.785046228472005,18.836728911860206,19.36205501240565,4557400
2025-01-17,20.378599166870117,20.452281276203887,20.05999102714582,20.173925484253846,6798800
2025-01-21,20.289907455444336,20.82205748466491,19.37570169567518,20.46046821209865,5730000
2025-01-22,19.9146728515625,20.433177669938072,19.60766299157854,20.194392367870016,3600900
2025-01-23,19.81233787536621,20.487758307307065,19.64859840585756,19.682711337536563,3601400
2025-01-24,19.06186866760254,20.044297593127986,18.945887312346386,20.030653722896517,4820300
2025-01-27,18.836729049682617,19.22560733915937,17.57457927941099,18.543364360772028,8903100
2025-01-28,18.256820678710938,18.870839045896208,18.134016745018865,18.761680282897718,3907900
2025-01-29,18.543365478515625,18.638879084839083,17.97028123802428,18.42056152679958,3183800
2025-01-30,18.488784790039062,19.136914832273753,18.414419514961658,18.7480365466779,3065800
2025-01-31,18.31822395324707,19.020933377555036,18.209065182456023,18.543364080663004,3824300
2025-02-03,18.850372314453125,18.911774284636618,17.144764923300915,17.158410094736176,6202800
2025-02-04,18.973176956176758,19.153289061699596,18.625232879366692,18.686634851819953,3473500
2025-02-05,18.536542892456055,19.15056134977054,18.406916354389846,19.068692916142098,3530400
2025-02-06,18.058969497680664,18.95953123885542,17.813362933064905,18.741212412910723,4663600
2025-02-07,18.236356735229492,18.884488164649436,18.18859992909283,18.359160694595406,4594100
2025-02-10,18.604764938354492,18.802614710593307,18.328456084360077,18.56382942580154,6740800
2025-02-11,17.956636428833008,18.795795047513085,17.92934738416329,18.55701102687061,7367600
2025-02-12,18.32504653930664,18.51607373755573,17.69056037077887,17.806541727405186,7958000
2025-02-13,18.237987518310547,18.510967731706334,17.81007361608574,18.260121505518466,9256000
2025-02-14,18.76181411743164,19.019299556925198,18.186343110011574,18.26012166078986,8332400
2025-02-18,18.702791213989258,18.95363743769283,18.385544436528342,18.81345833451524,7148900
2025-02-19,18.06092071533203,18.997905110962034,17.950253588360432,18.90199397617568,6372100
2025-02-20,18.341278076171875,18.488833769464176,17.846963618864635,18.311766093188137,4489500
2025-02-21,17.168203353881836,18.59212415579385,17.138691371131284,18.577368164418576,8034400
2025-02-24,16.29762077331543,17.374045516441317,15.96930768049562,17.367406304875814,10303600
2025-02-25,14.556452751159668,15.59672627544736,14.180183394492587,15.45654857161346,11496500
2025-02-26,15.235212326049805,15.257346313430679,14.224450824873012,14.298227968391638,7065400
2025-02-27,14.099027633666992,15.640993565878588,14.069515650653946,15.430725612141442,7330200
2025-02-28,14.836811065673828,14.94010019697571,13.685869000271977,14.017871789754986,6748100
2025-03-03,14.600720405578613,16.13530837549775,14.335118181505107,16.076285815393508,7777500
2025-03-04,15.449170112609863,16.142684836548256,13.92196015068189,14.047383265812677,7007500
2025-03-05,16.74766731262207,16.828822450102095,15.345879102075168,15.663125877994545,4417000
2025-03-06,16.68126678466797,17.153447247850373,16.186952334570595,16.4820651240596,5364700
2025-03-07,16.06153106689453,16.97638152293363,15.685261689399516,16.533711584280145,6402100
2025-03-10,13.56782341003418,15.30899103328308,13.19229284859862,15.161433930319713,11268300
2025-03-11,14.777788162231445,14.906899573373689,13.221066196528087,13.951470909294573,6917500
2025-03-12,14.917964935302734,15.257345691941149,14.158049693228165,14.96223290826128,6681900
2025-03-13,14.955968856811523,15.336005223310881,14.44925571497809,14.955968856811523,6921500
2025-03-14,16.515697479248047,16.55924342243938,15.45476572015186,15.557691259411522,9808700
2025-03-17,16.412769317626953,16.50777877907178,15.882303474026713,16.246504647753703,6197500
2025-03-18,16.008983612060547,16.309845683208316,15.510188034275178,16.040653939602137,4252300
2025-03-19,16.864063262939453,17.03824704870251,16.230671796867544,16.33359734380759,3856700
2025-03-20,16.895732879638672,17.133254291879886,16.503820888303927,16.737384264728323,2912100
2025-03-21,17.07783317565918,17.18076023107598,16.541033803496813,16.66612797424069,2986600
2025-03-24,18.170433044433594,18.233772182077896,17.445990241885486,17.592461714539656,5487600
2025-03-25,18.487131118774414,18.542552682600874,18.000211152139187,18.18626904353883,3470400
2025-03-26,18.051671981811523,18.46337715760309,17.639968316144213,18.368369200189196,3703500
2025-03-27,17.877490997314453,18.287612082068872,17.576630430505517,17.806234269099953,3363500
2025-03-28,16.127744674682617,17.734975929153666,16.09607434941017,17.624132810948552,6020000
2025-03-31,16.0960750579834,16.404853192361504,15.28295769332181,15.795214505271948,4917000
2025-04-01,16.95907211303711,17.030328839110215,15.731875626443522,16.365267069177442,4908200
2025-04-02,17.323272705078125,17.56792040779832,16.57112051695458,16.579038099161068,4566500
2025-04-03,15.85063648223877,16.70571569303228,15.514146048146248,16.06440666246823,7115200
2025-04-04,16.333595275878906,16.54736543491026,14.98367865774443,15.969395606528458,8666800
2025-04-07,15.233078002929688,16.546575027404344,14.398584844517844,14.773868845725309,9024800
2025-04-08,13.617928504943848,15.97731332534338,13.538754203495206,15.803129560131527,11412300
2025-04-09,16.634458541870117,16.93136105901651,13.839615636820666,13.926707525090048,11286000
2025-04-10,15.447369575500488,16.225233879382436,14.931611248555441,15.9800367689751,6304000
2025-04-11,16.808631896972656,16.952367753386646,15.734842206591598,15.946218371160867,9031200
2025-04-14,17.4089412689209,17.493492058380575,16.92615721258273,17.315935239248038,10414900
2025-04-15,17.527311325073242,17.70486814338028,17.349756119438368,17.47658149670216,5418300
2025-04-16,17.611860275268555,17.80632594094683,17.26520352769528,17.290569245568445,5122700
2025-04-17,17.950061798095703,18.009246860509048,17.417394623703586,17.772506610855665,4742800
2025-04-21,18.00079345703125,18.499639680415722,17.603405268463387,18.389724793524366,7782300
2025-04-22,18.973125457763672,19.125316558087068,18.470049141397755,18.533462637423234,6829600
2025-04-23,19.13376808166504,19.404330903971797,18.854751632645208,19.370509946431444,6052100
2025-04-24,19.353599548339844,19.39587574544152,19.053445805942065,19.10840405583823,4444500
2025-04-25,19.94545555114746,20.032543075136722,19.548068931692377,19.556522559349716,8185600
2025-04-28,20.038461685180664,20.199106414251663,19.337537901176663,20.18642436002822,7560000
2025-04-29,20.57112693786621,20.638767241636756,19.949680538262275,20.038459747257157,6232300
2025-04-30,20.57958221435547,20.71486282213935,19.795799406829985,20.325931477928705,5965600
2025-05-01,20.70640754699707,21.255985216758965,20.668359775331215,21.036153826319797,7864500
2025-05-02,21.255985260009766,21.39126586783651,21.010789763075813,21.162980850048914,9384700
2025-05-05,20.841690063476562,21.103796063030313,20.30902282403866,20.78250499383593,11132800
2025-05-06,20.88396453857422,20.985424188806633,20.499260005042842,20.528852537416636,9530500
2025-05-07,21.239076614379883,21.374357223613277,21.0539096073444,21.281351200013294,16274500
2025-05-08,21.979509353637695,22.231609414534528,21.690058299309314,21.85812619384619,13170700
2025-05-09,21.960834503173828,22.52106021843092,21.6106936537517,22.250283773375084,16322400
2025-05-12,21.531326293945312,22.30630459382163,21.335248283801015,22.29696729130404,16272600
2025-05-13,22.268957138061523,22.324979172191785,21.498646599909883,21.876799337332965,9790400
2025-05-14,22.14757537841797,22.483711166143255,21.844121041973498,22.28763314390915,8358500
2025-05-15,21.213865280151367,22.072877527777496,21.0784788449716,21.918816487432114,10191200
2025-05-16,21.372596740722656,21.69005791795324,20.82170833205243,21.381934043689256,8653600
2025-05-19,22.026193618774414,22.035530921706105,21.101821999438123,21.139169430256455,9207200
2025-05-20,22.212936401367188,22.240946529614185,21.797434429649297,22.063541333446537,7998700
2025-05-21,21.662046432495117,22.493046754454333,21.33524797277698,22.231607630498157,11590300
2025-05-22,21.55000114440918,22.628435555209965,21.517321475679616,22.16624887032152,10134500
2025-05-23,20.093416213989258,21.195193015112768,19.878663591643736,21.176518409454438,18828600
2025-05-27,20.261484146118164,20.662977483174195,19.831977119606744,20.634967355535647,15503800
2025-05-28,19.869325637817383,20.19612232158889,19.56120177818399,20.102752858173236,11493700
2025-05-29,20.22413444519043,20.37352772534131,19.794629209983743,20.238139508670706,9994800
2025-05-30,20.12142562866211,20.326842721808912,19.663908491693505,20.20545957023883,10165800
2025-06-02,20.392202377319336,20.597617692770445,20.14477009042273,20.168112456579475,14635900
2025-06-03,20.952428817749023,21.027125460662756,20.3875335634987,20.681652374118965,15449600
2025-06-04,20.71900177001953,20.971101829024306,20.588281308078336,20.92441709462932,16098800
2025-06-05,20.270000457763672,20.979999542236328,20.038999557495117,20.934999465942383,17309900
2025-06-06,20.59000015258789,20.857999801635742,20.34000015258789,20.75,14207700
2025-06-09,21.209999084472656,21.280000686645508,20.714000701904297,20.850000381469727,12449300
2025-06-10,21.25,21.31999969482422,21.010000228881836,21.299999237060547,7320900
2025-06-11,21.209999084472656,21.360000610351562,20.959999084472656,21.31999969482422,7907300
2025-06-12,21.0,21.40999984741211,20.700000762939453,20.8799991607666,6309200
2025-06-13,21.149999618530273,21.149999618530273,20.530000686645508,20.760000228881836,6762700
2025-06-16,21.1299991607666,21.357999801635742,20.934999465942383,21.31999969482422,8477100
2025-06-17,20.850000381469727,20.989999771118164,20.450000762939453,20.8799991607666,7941100
2025-06-18,20.549999237060547,20.84000015258789,20.485000610351562,20.649999618530273,6449300
2025-06-20,20.639999389648438,20.93000030517578,20.410999298095703,20.799999237060547,7258500
2025-06-23,20.56999969482422,20.690000534057617,20.110000610351562,20.34000015258789,9058000
2025-06-24,21.049999237060547,21.31999969482422,20.770000457763672,20.889999389648438,8527700
2025-06-25,21.520000457763672,21.549999237060547,21.18000030517578,21.389999389648438,7342200
2025-06-26,21.540000915527344,21.68000030517578,21.450000762939453,21.510000228881836,6691000
2025-06-27,21.40999984741211,21.850000381469727,21.40999984741211,21.559999465942383,9646200
2025-06-30,22.170000076293945,22.219999313354492,21.434999465942383,21.670000076293945,12736200
2025-07-01,20.889999389648438,21.989999771118164,20.885000228881836,21.950000762939453,16929300
2025-07-02,22.100000381469727,22.170000076293945,21.235000610351562,21.350000381469727,14225500
