Date,open,high,low,close,volume
2022-01-03,325.6206844003455,328.19379550970876,320.2122765756348,325.0380859375,28865100
2022-01-04,325.11563103845805,325.4749211933775,316.6583408260531,319.4645080566406,32674300
2022-01-05,316.4059615017749,316.6098902048438,306.8126302270797,307.2010192871094,40054300
2022-01-06,304.06475847821264,309.4537573925921,302.4529155197897,304.7735900878906,39646100
2022-01-07,305.0356884344486,307.3175147707154,301.0934819267639,304.92889404296875,32720000
2022-01-10,300.510842649267,305.58911677172296,295.8501155760622,305.15216064453125,44289500
2022-01-11,304.28808876960994,307.42435964932554,300.8993516399399,305.8416748046875,29386800
2022-01-12,310.3956001101081,314.0270840292815,307.88071630388504,309.03619384765625,34372200
2022-01-13,311.17232488368956,311.5704332628309,295.1801616510571,295.9569396972656,45366000
2022-01-14,295.4229601626581,301.80235543631807,294.9374663908213,301.2003479003906,39846400
2022-01-18,295.2481388440062,300.8118775497677,292.98572166151314,293.86932373046875,42333200
2022-01-19,297.4037769741022,304.80269716461635,293.9179353193775,294.5296325683594,45933900
2022-01-20,300.10303794125576,302.6081720203848,292.40311612271,292.8497619628906,35380700
2022-01-21,293.9081860566442,295.28697160618094,287.033578493321,287.44140625,57984400
2022-01-24,283.72254434338123,288.4900666398452,268.0410733422131,287.77154541015625,85731500
2022-01-25,283.06223836449163,286.43156585377636,276.89649203266447,280.1201477050781,72848600
2022-01-26,299.05442207109365,299.5496351641995,284.5284577844545,288.1016845703125,90428900
2022-01-27,293.8790608207995,298.38442711334307,289.28627958272745,291.140869140625,53481300
2022-01-28,291.519591338495,299.5302383109327,285.907284705517,299.3166198730469,49743700
2022-01-31,299.9865688837364,303.31704855180146,297.4814047993765,301.9576721191406,46444500
2022-02-01,301.40418618571084,301.61780458751355,296.27737417462686,299.80206298828125,40950400
2022-02-02,300.6468838460328,305.9775960841271,299.9186431738477,304.3657531738281,36636000
2022-02-03,300.51084392088086,302.2003819386154,291.2573363241968,292.5099182128906,43730000
2022-02-04,291.5001350340584,299.8409137013529,291.26710752758504,297.06390380859375,35096500
2022-02-07,297.28724470910936,298.90877717897297,291.1991343489562,292.21868896484375,28533300
2022-02-08,292.5100020571509,296.6949560645553,291.24773008372165,295.7239685058594,32421200
2022-02-09,300.8798801126251,302.8801119137957,298.47185017143323,302.1809997558594,31284700
2022-02-10,295.21898970549006,300.1515921967182,291.97589564951016,293.6071472167969,45386200
